hour_of_day,minute_of_hour,minutes_to_kickoff,is_peak,queue_length,processing_time,capacity_utilization,wait_time,gate_G1,gate_G2,gate_G3
17,0,59.6,1,722,4.37,0.9,10.89,False,True,False
16,58,61.9,1,701,4.62,0.88,9.78,False,True,False
15,26,153.8,0,21,3.69,0.02,0.22,False,False,True
14,5,234.8,0,0,3.69,0.0,0.0,False,True,False
18,22,-22.0,0,51,2.82,0.05,0.42,False,False,True
14,17,222.6,0,0,3.41,0.0,0.0,False,False,True
14,58,181.1,0,3,3.95,0.0,0.03,False,False,True
14,45,194.1,0,1,2.86,0.0,0.01,False,False,True
14,23,216.3,0,0,3.24,0.0,0.0,False,False,True
14,35,204.5,0,0,3.13,0.0,0.0,False,False,True
16,20,99.3,0,12,8.02,0.06,0.87,True,False,False
17,9,50.8,1,924,4.79,0.92,14.37,False,False,True
16,21,98.3,0,366,4.95,0.46,6.17,False,True,False
17,34,25.3,0,757,5.89,0.95,15.54,False,True,False
16,52,67.6,1,641,4.55,0.8,9.44,False,True,False
16,54,65.8,1,1015,4.84,1.0,17.03,False,False,True
14,14,225.8,0,0,4.17,0.0,0.0,False,False,True
14,18,221.1,0,0,4.06,0.0,0.0,False,False,True
18,35,-35.4,0,18,3.1,0.02,0.14,False,False,True
14,10,230.0,0,0,4.47,0.0,0.0,False,True,False
18,48,-48.4,0,3,4.07,0.0,0.04,False,True,False
14,54,185.8,0,1,4.18,0.0,0.01,False,True,False
18,22,-22.6,0,2,6.4,0.01,0.11,True,False,False
15,16,163.6,0,0,7.55,0.0,0.0,True,False,False
17,37,22.8,0,699,5.46,0.87,13.87,False,True,False
14,36,203.4,0,0,4.82,0.0,0.0,False,False,True
18,56,-56.8,0,1,3.48,0.0,0.01,False,False,True
18,6,-6.7,0,99,2.91,0.1,0.81,False,False,True
15,33,146.6,0,35,4.11,0.04,0.4,False,True,False
14,37,202.5,0,0,4.1,0.0,0.0,False,False,True
15,3,176.0,0,3,3.59,0.0,0.03,False,True,False
15,7,172.9,0,0,7.8,0.0,0.0,True,False,False
15,59,120.2,0,7,6.54,0.04,0.39,True,False,False
17,36,23.7,0,795,5.77,0.99,15.77,False,True,False
15,32,147.4,0,33,3.77,0.04,0.37,False,True,False
14,51,188.7,0,1,2.99,0.0,0.01,False,True,False
17,31,28.6,0,1098,4.74,1.0,18.54,False,False,True
15,8,171.1,0,6,3.84,0.01,0.06,False,True,False
18,43,-43.1,0,8,4.62,0.01,0.11,False,True,False
15,4,175.0,0,4,4.21,0.01,0.04,False,True,False
14,52,187.4,0,1,4.09,0.0,0.01,False,True,False
17,32,27.6,0,776,5.05,0.78,12.59,False,False,True
17,43,16.7,0,885,5.33,0.89,14.8,False,False,True
16,28,91.8,0,529,4.81,0.53,7.8,False,False,True
15,43,136.9,0,64,3.67,0.08,0.65,False,True,False
14,11,228.3,0,0,3.8,0.0,0.0,False,True,False
16,53,66.8,1,33,7.82,0.17,2.03,True,False,False
18,9,-9.2,0,89,3.49,0.09,0.85,False,False,True
18,0,-0.0,0,69,4.37,0.09,0.79,False,True,False
17,3,56.0,1,1114,4.14,1.0,15.79,False,False,True
15,30,149.9,0,34,3.59,0.03,0.31,False,False,True
17,44,15.9,0,29,8.16,0.14,2.1,True,False,False
14,7,232.4,0,0,3.86,0.0,0.0,False,False,True
15,26,153.5,0,20,3.14,0.02,0.19,False,False,True
15,56,123.1,0,119,4.22,0.15,1.39,False,True,False
14,19,220.1,0,0,3.31,0.0,0.0,False,True,False
18,29,-29.0,0,38,3.4,0.04,0.34,False,False,True
18,31,-31.5,0,20,3.59,0.03,0.21,False,True,False
15,14,165.6,0,8,4.1,0.01,0.1,False,True,False
15,29,150.4,0,24,3.71,0.03,0.23,False,True,False
15,41,138.2,0,62,3.75,0.08,0.6,False,True,False
14,46,193.1,0,0,3.52,0.0,0.0,False,False,True
16,4,115.7,0,165,4.6,0.21,1.94,False,True,False
16,36,83.2,1,672,4.87,0.67,10.96,False,False,True
15,18,161.2,0,10,3.74,0.01,0.09,False,True,False
17,44,15.3,0,754,4.37,0.75,11.63,False,False,True
18,21,-21.2,0,2,7.28,0.01,0.13,True,False,False
14,2,237.7,0,0,3.45,0.0,0.0,False,False,True
17,27,32.1,1,865,4.49,1.0,13.34,False,True,False
18,25,-25.9,0,38,4.43,0.05,0.43,False,True,False
16,47,72.1,1,686,4.16,0.69,8.61,False,False,True
16,48,71.3,1,867,5.03,0.87,13.11,False,False,True
15,8,171.7,0,5,3.77,0.01,0.05,False,True,False
14,16,223.3,0,0,3.82,0.0,0.0,False,False,True
14,0,239.8,0,0,4.42,0.0,0.0,False,True,False
16,44,75.9,1,628,5.26,0.79,11.52,False,True,False
16,16,103.2,0,280,3.83,0.28,3.72,False,False,True
14,8,232.0,0,0,3.97,0.0,0.0,False,False,True
14,20,219.9,0,0,4.09,0.0,0.0,False,True,False
14,59,180.1,0,2,4.26,0.0,0.02,False,True,False
18,18,-18.7,0,67,3.64,0.07,0.65,False,False,True
16,19,100.6,0,335,4.5,0.42,4.64,False,True,False
14,11,228.7,0,0,3.87,0.0,0.0,False,True,False
17,10,49.5,1,749,5.19,0.94,12.32,False,True,False
17,1,58.4,1,627,4.78,0.78,9.92,False,True,False
15,21,158.2,0,0,10.0,0.0,0.0,True,False,False
16,23,96.9,0,491,4.15,0.49,6.47,False,False,True
17,30,29.9,0,756,5.15,0.94,13.48,False,True,False
15,8,171.6,0,6,4.86,0.01,0.09,False,True,False
15,58,121.8,0,165,2.8,0.17,1.37,False,False,True
16,53,66.6,1,36,9.02,0.18,2.44,True,False,False
16,14,105.3,0,291,4.06,0.29,4.04,False,False,True
18,49,-49.8,0,3,3.46,0.0,0.03,False,False,True
17,15,44.9,1,991,5.27,0.99,17.04,False,False,True
14,28,211.4,0,0,3.28,0.0,0.0,False,False,True
15,54,125.0,0,128,3.26,0.13,1.14,False,False,True
17,20,39.4,1,1151,5.44,1.0,21.05,False,False,True
14,27,212.4,0,0,3.31,0.0,0.0,False,False,True
15,12,167.4,0,7,3.81,0.01,0.07,False,True,False
15,59,120.8,0,6,8.03,0.03,0.43,True,False,False
16,19,100.3,0,349,4.49,0.35,4.85,False,False,True
17,39,20.8,0,860,4.01,0.86,11.24,False,False,True
14,14,225.3,0,0,9.18,0.0,0.0,True,False,False
16,44,75.1,1,599,4.43,0.75,8.65,False,True,False
15,20,159.8,0,11,3.7,0.01,0.11,False,True,False
17,3,56.9,1,31,7.13,0.15,1.94,True,False,False
14,30,209.7,0,0,3.68,0.0,0.0,False,True,False
16,36,83.8,1,29,7.11,0.14,1.65,True,False,False
14,10,229.1,0,0,7.1,0.0,0.0,True,False,False
16,34,85.6,1,570,5.39,0.71,10.51,False,True,False
17,33,27.0,0,954,4.76,0.95,13.87,False,False,True
17,7,52.6,1,35,8.67,0.17,2.54,True,False,False
18,57,-57.2,0,1,3.3,0.0,0.01,False,True,False
14,7,232.2,0,0,3.42,0.0,0.0,False,False,True
15,52,127.1,0,87,3.25,0.11,0.82,False,True,False
16,58,61.1,1,832,5.38,1.0,13.59,False,True,False
14,53,186.0,0,1,3.75,0.0,0.01,False,True,False
16,33,86.5,1,538,3.61,0.54,5.93,False,False,True
17,53,6.6,0,751,4.28,0.75,11.74,False,False,True
17,32,27.4,0,842,5.78,1.0,16.84,False,True,False
16,22,97.4,0,382,4.42,0.38,5.4,False,False,True
14,9,230.7,0,0,4.39,0.0,0.0,False,True,False
14,7,232.7,0,0,3.82,0.0,0.0,False,True,False
18,49,-49.9,0,3,4.23,0.0,0.03,False,True,False
18,11,-11.8,0,78,2.28,0.08,0.47,False,False,True
14,45,194.2,0,0,3.64,0.0,0.0,False,False,True
16,57,62.2,1,822,5.3,1.0,15.96,False,True,False
18,30,-31.0,0,25,3.56,0.03,0.26,False,True,False
15,41,138.3,0,70,2.98,0.07,0.56,False,False,True
17,32,27.8,0,691,5.02,0.86,12.0,False,True,False
18,4,-4.3,0,80,4.63,0.1,1.03,False,True,False
15,16,163.6,0,9,3.76,0.01,0.09,False,True,False
15,3,176.7,0,5,3.57,0.01,0.05,False,False,True
18,23,-23.3,0,34,3.65,0.04,0.32,False,True,False
14,28,211.3,0,0,3.14,0.0,0.0,False,True,False
17,18,41.2,1,645,4.65,0.81,9.02,False,True,False
16,46,73.2,1,848,4.74,0.85,12.27,False,False,True
16,30,89.3,1,564,5.21,0.56,10.55,False,False,True
15,1,178.6,0,0,7.21,0.0,0.0,True,False,False
16,43,76.3,1,726,4.63,0.73,11.66,False,False,True
16,11,108.5,0,189,4.18,0.24,2.08,False,True,False
15,51,128.7,0,133,3.72,0.13,1.34,False,False,True
15,56,123.6,0,168,5.08,0.17,2.47,False,False,True
15,36,143.1,0,40,4.14,0.05,0.48,False,True,False
15,29,150.7,0,25,2.19,0.03,0.15,False,False,True
14,41,198.7,0,0,4.72,0.0,0.0,False,True,False
18,0,-0.4,0,68,3.94,0.09,0.81,False,True,False
15,28,151.7,0,1,6.81,0.01,0.06,True,False,False
18,6,-6.7,0,92,3.41,0.09,0.81,False,False,True
17,7,52.3,1,671,5.2,0.84,10.89,False,True,False
17,59,0.6,0,487,5.47,0.61,9.38,False,True,False
18,57,-57.2,0,0,8.84,0.0,0.0,True,False,False
17,1,58.1,1,736,4.41,0.92,10.03,False,True,False
17,39,20.8,0,975,4.99,0.97,15.76,False,False,True
14,57,182.7,0,0,9.03,0.0,0.0,True,False,False
16,15,104.9,0,10,9.73,0.05,0.8,True,False,False
18,55,-55.1,0,1,4.21,0.0,0.01,False,True,False
18,29,-29.1,0,22,4.62,0.03,0.3,False,True,False
16,23,96.9,0,479,4.41,0.48,7.06,False,False,True
15,44,135.3,0,68,3.21,0.07,0.66,False,False,True
17,21,38.1,1,46,7.69,0.23,2.72,True,False,False
14,49,191.0,0,1,3.88,0.0,0.01,False,True,False
15,16,163.8,0,7,3.69,0.01,0.07,False,True,False
15,28,151.2,0,0,7.6,0.0,0.0,True,False,False
15,2,177.1,0,3,3.3,0.0,0.03,False,True,False
15,4,175.7,0,3,4.52,0.0,0.04,False,True,False
17,34,25.9,0,40,7.96,0.2,2.67,True,False,False
16,41,78.2,1,745,4.54,0.74,10.31,False,False,True
16,18,101.7,0,418,3.84,0.42,5.61,False,False,True
14,27,212.6,0,0,3.23,0.0,0.0,False,True,False
15,32,148.0,0,33,4.14,0.03,0.4,False,False,True
18,23,-23.0,0,45,3.42,0.04,0.47,False,False,True
16,52,67.5,1,32,8.54,0.16,2.43,True,False,False
16,18,101.5,0,11,7.57,0.06,0.68,True,False,False
15,27,152.4,0,31,4.04,0.03,0.34,False,False,True
15,55,124.4,0,92,4.82,0.12,1.17,False,True,False
14,29,210.3,0,0,2.75,0.0,0.0,False,True,False
17,24,35.1,1,31,8.27,0.15,2.09,True,False,False
17,42,17.8,0,729,5.74,0.91,14.05,False,True,False
18,0,-0.6,0,64,3.94,0.08,0.73,False,True,False
15,29,150.0,0,1,8.73,0.01,0.07,True,False,False
14,29,210.5,0,0,3.75,0.0,0.0,False,False,True
15,50,129.7,0,72,3.96,0.09,0.76,False,True,False
17,43,16.9,0,593,4.72,0.74,9.28,False,True,False
15,47,132.5,0,75,4.01,0.09,0.88,False,True,False
15,7,172.9,0,6,4.42,0.01,0.07,False,False,True
14,18,221.4,0,0,3.08,0.0,0.0,False,False,True
14,38,201.0,0,0,3.22,0.0,0.0,False,False,True
16,2,117.5,0,146,3.97,0.18,1.77,False,True,False
17,17,42.3,1,917,4.64,0.92,13.81,False,False,True
15,6,173.5,0,4,3.45,0.0,0.04,False,False,True
16,47,72.0,1,711,4.74,0.89,10.36,False,True,False
15,35,144.8,0,37,4.44,0.05,0.42,False,True,False
17,0,59.9,1,662,5.72,0.83,13.84,False,True,False
18,6,-6.6,0,86,4.36,0.11,1.07,False,True,False
14,29,210.8,0,0,2.79,0.0,0.0,False,True,False
15,11,168.0,0,0,8.36,0.0,0.0,True,False,False
17,16,43.9,1,847,5.45,1.0,16.16,False,True,False
17,24,35.6,1,40,8.49,0.2,2.64,True,False,False
15,2,177.1,0,2,2.82,0.0,0.02,False,True,False
17,27,32.3,1,641,5.2,0.8,10.58,False,True,False
17,37,22.5,0,1015,4.54,1.0,15.02,False,False,True
15,43,136.9,0,2,7.62,0.01,0.14,True,False,False
14,5,234.6,0,0,3.04,0.0,0.0,False,False,True
14,51,188.7,0,0,7.11,0.0,0.0,True,False,False
14,28,211.3,0,0,3.84,0.0,0.0,False,False,True
17,42,17.7,0,877,5.19,0.88,14.54,False,False,True
15,52,127.6,0,83,4.3,0.1,1.01,False,True,False
16,8,111.8,0,184,3.87,0.23,2.1,False,True,False
16,53,66.3,1,613,5.33,0.77,10.67,False,True,False
14,32,207.6,0,0,3.54,0.0,0.0,False,False,True
15,25,155.0,0,24,2.85,0.02,0.18,False,False,True
15,25,154.9,0,15,3.27,0.02,0.13,False,True,False
16,29,90.4,0,469,4.47,0.59,7.29,False,True,False
17,36,23.3,0,770,5.73,0.96,14.11,False,True,False
17,6,53.5,1,671,4.69,0.84,9.75,False,True,False
14,11,228.0,0,0,4.47,0.0,0.0,False,True,False
15,59,120.1,0,128,3.57,0.16,1.19,False,True,False
15,42,137.2,0,73,3.19,0.07,0.7,False,False,True
18,57,-57.2,0,1,3.65,0.0,0.01,False,False,True
15,57,122.6,0,103,4.54,0.13,1.4,False,True,False
18,50,-50.5,0,3,5.02,0.0,0.04,False,True,False
14,57,182.8,0,2,4.33,0.0,0.02,False,True,False
16,51,68.3,1,805,5.35,1.0,14.63,False,True,False
15,37,142.4,0,45,3.63,0.06,0.42,False,True,False
17,11,48.6,1,925,5.45,1.0,16.07,False,True,False
15,20,159.4,0,19,3.22,0.02,0.17,False,False,True
17,49,10.9,0,789,5.07,0.79,13.67,False,False,True
16,31,88.6,1,523,4.18,0.52,6.79,False,False,True
14,44,195.2,0,0,2.9,0.0,0.0,False,False,True
16,4,115.8,0,143,4.55,0.18,1.9,False,True,False
18,21,-21.9,0,2,7.77,0.01,0.12,True,False,False
17,7,52.2,1,904,5.91,1.0,17.46,False,True,False
14,21,218.9,0,0,4.14,0.0,0.0,False,True,False
16,58,61.4,1,691,4.57,0.86,9.93,False,True,False
14,44,195.1,0,0,4.63,0.0,0.0,False,False,True
14,8,231.1,0,0,5.25,0.0,0.0,False,True,False
17,24,35.0,1,626,4.78,0.78,9.0,False,True,False
16,57,62.2,1,40,9.75,0.2,3.2,True,False,False
17,59,0.3,0,608,4.6,0.61,9.87,False,False,True
16,56,63.8,1,616,6.66,0.77,12.62,False,True,False
17,9,50.7,1,810,5.5,1.0,14.18,False,True,False
17,16,43.4,1,968,4.54,0.97,13.98,False,False,True
18,52,-52.1,0,0,9.4,0.0,0.0,True,False,False
15,59,120.5,0,5,7.12,0.03,0.29,True,False,False
14,22,217.9,0,0,3.86,0.0,0.0,False,False,True
18,8,-8.2,0,109,3.34,0.11,0.96,False,False,True
14,1,238.1,0,0,4.36,0.0,0.0,False,True,False
17,39,20.7,0,36,8.97,0.18,2.57,True,False,False
15,48,131.5,0,84,3.75,0.1,0.88,False,True,False
15,1,178.4,0,2,3.92,0.0,0.02,False,True,False
14,2,237.0,0,0,4.21,0.0,0.0,False,True,False
17,5,54.0,1,820,5.17,0.82,13.95,False,False,True
15,28,151.8,0,23,2.18,0.02,0.14,False,False,True
17,17,42.9,1,721,5.31,0.9,13.05,False,True,False
14,24,215.0,0,0,2.76,0.0,0.0,False,False,True
14,40,199.8,0,0,4.19,0.0,0.0,False,True,False
18,24,-24.4,0,43,4.03,0.04,0.53,False,False,True
17,26,33.9,1,921,3.96,0.92,12.47,False,False,True
17,9,50.0,1,923,5.03,1.0,14.4,False,True,False
18,50,-50.4,0,3,3.54,0.0,0.03,False,False,True
15,30,149.3,0,34,4.0,0.03,0.39,False,False,True
16,17,102.2,0,263,5.0,0.33,4.11,False,True,False
15,28,151.6,0,31,3.35,0.03,0.27,False,False,True
17,50,9.2,0,575,4.35,0.57,8.16,False,False,True
14,40,199.9,0,0,4.12,0.0,0.0,False,False,True
16,24,95.7,0,324,4.26,0.41,4.67,False,True,False
15,10,169.7,0,6,3.97,0.01,0.07,False,False,True
18,52,-52.5,0,2,4.35,0.0,0.02,False,True,False
14,10,229.9,0,0,4.2,0.0,0.0,False,True,False
14,26,213.1,0,0,3.68,0.0,0.0,False,True,False
17,40,19.5,0,814,3.81,0.81,9.47,False,False,True
18,58,-59.0,0,1,3.05,0.0,0.01,False,False,True
15,36,143.2,0,41,4.88,0.05,0.59,False,True,False
18,40,-40.6,0,10,3.6,0.01,0.1,False,True,False
14,35,204.6,0,0,3.48,0.0,0.0,False,False,True
16,47,72.9,1,650,4.18,0.81,9.52,False,True,False
18,57,-57.9,0,1,4.11,0.0,0.01,False,False,True
17,27,32.3,1,630,4.68,0.79,10.25,False,True,False
16,22,97.5,0,17,8.59,0.09,1.14,True,False,False
17,25,34.1,1,735,5.73,0.92,14.04,False,True,False
16,45,74.9,1,486,5.01,0.61,7.52,False,True,False
15,28,151.6,0,1,6.79,0.01,0.06,True,False,False
15,41,138.5,0,45,5.2,0.06,0.64,False,True,False
15,48,131.3,0,97,4.89,0.1,1.22,False,False,True
14,6,233.6,0,0,3.78,0.0,0.0,False,False,True
15,14,165.2,0,8,3.98,0.01,0.08,False,True,False
14,53,186.9,0,1,3.76,0.0,0.01,False,False,True
16,21,98.3,0,447,4.34,0.45,6.53,False,False,True
16,0,119.4,0,119,4.18,0.15,1.46,False,True,False
17,34,25.3,0,828,4.18,0.83,11.48,False,False,True
15,45,134.1,0,91,3.53,0.09,0.89,False,False,True
14,32,207.3,0,0,8.38,0.0,0.0,True,False,False
15,15,164.5,0,10,3.57,0.01,0.09,False,False,True
15,23,156.9,0,20,3.73,0.02,0.2,False,False,True
16,51,68.9,1,535,4.09,0.67,7.36,False,True,False
16,58,61.6,1,926,4.81,0.93,14.61,False,False,True
15,8,171.3,0,0,8.03,0.0,0.0,True,False,False
17,20,39.4,1,633,3.74,0.79,7.77,False,True,False
16,24,95.5,0,318,3.66,0.4,3.91,False,True,False
17,9,50.3,1,707,5.56,0.88,12.46,False,True,False
16,53,66.3,1,883,5.12,0.88,14.92,False,False,True
14,45,194.2,0,0,3.08,0.0,0.0,False,False,True
14,50,189.7,0,1,4.18,0.0,0.01,False,True,False
15,54,125.0,0,139,4.93,0.14,2.02,False,False,True
15,36,143.4,0,53,3.09,0.05,0.41,False,False,True
17,53,6.2,0,587,4.57,0.59,9.27,False,False,True
14,48,192.0,0,1,3.26,0.0,0.01,False,False,True
17,1,58.7,1,37,8.14,0.18,2.63,True,False,False
18,7,-7.0,0,3,8.05,0.01,0.21,True,False,False
15,54,125.2,0,148,4.24,0.15,1.68,False,False,True
16,58,61.1,1,774,4.36,0.77,11.95,False,False,True
16,56,63.7,1,858,5.03,1.0,15.33,False,True,False
18,0,-0.9,0,3,8.43,0.01,0.23,True,False,False
16,7,112.2,0,160,4.49,0.2,1.82,False,True,False
18,38,-38.7,0,13,3.89,0.02,0.14,False,True,False
14,44,195.2,0,0,3.37,0.0,0.0,False,True,False
16,15,104.4,0,391,4.36,0.39,5.46,False,False,True
16,57,62.3,1,744,4.72,0.74,11.92,False,False,True
16,24,95.2,0,510,3.54,0.51,6.6,False,False,True
14,42,197.1,0,0,3.8,0.0,0.0,False,True,False
16,12,108.0,0,196,3.65,0.24,2.14,False,True,False
18,10,-10.9,0,83,3.54,0.08,0.74,False,False,True
16,2,117.2,0,150,4.53,0.19,1.83,False,True,False
14,51,188.1,0,1,4.66,0.0,0.01,False,True,False
17,42,17.8,0,658,4.65,0.82,10.23,False,True,False
16,48,71.4,1,744,3.65,0.74,8.99,False,False,True
17,27,32.0,1,791,5.95,0.99,16.84,False,True,False
17,9,50.1,1,650,4.67,0.81,9.23,False,True,False
15,3,176.1,0,3,3.25,0.0,0.03,False,True,False
16,18,101.0,0,257,4.41,0.32,3.53,False,True,False
15,55,124.1,0,140,3.72,0.14,1.42,False,False,True
15,36,143.3,0,37,3.82,0.05,0.4,False,True,False
14,33,206.6,0,0,3.29,0.0,0.0,False,False,True
15,17,162.1,0,14,4.23,0.01,0.17,False,False,True
14,59,180.5,0,3,3.47,0.0,0.03,False,False,True
16,52,67.9,1,33,8.36,0.17,2.12,True,False,False
15,18,161.5,0,11,3.57,0.01,0.11,False,False,True
14,14,225.2,0,0,8.21,0.0,0.0,True,False,False
16,45,74.6,1,539,5.04,0.67,9.7,False,True,False
14,21,218.9,0,0,7.42,0.0,0.0,True,False,False
14,35,204.4,0,0,3.38,0.0,0.0,False,False,True
17,8,51.4,1,1107,4.74,1.0,18.83,False,False,True
17,11,48.9,1,928,5.33,1.0,17.49,False,True,False
16,36,83.5,1,463,4.18,0.58,6.9,False,True,False
16,4,115.5,0,7,9.59,0.04,0.54,True,False,False
16,35,84.3,1,541,4.12,0.54,6.92,False,False,True
16,17,102.2,0,249,4.89,0.31,3.95,False,True,False
16,35,84.6,1,631,4.65,0.63,9.95,False,False,True
15,22,157.3,0,15,3.62,0.01,0.14,False,False,True
15,45,134.6,0,69,4.3,0.07,0.82,False,False,True
17,21,38.1,1,36,8.75,0.18,2.68,True,False,False
17,34,25.5,0,721,3.99,0.72,10.09,False,False,True
17,3,56.7,1,1027,4.81,1.0,15.41,False,False,True
16,3,116.6,0,6,7.96,0.03,0.36,True,False,False
17,25,34.9,1,718,4.91,0.9,10.95,False,True,False
16,1,118.9,0,149,4.69,0.19,1.86,False,True,False
17,1,58.8,1,908,4.98,0.91,14.54,False,False,True
14,36,203.6,0,0,3.15,0.0,0.0,False,False,True
16,31,88.5,1,616,4.57,0.62,8.54,False,False,True
14,57,182.8,0,2,4.32,0.0,0.02,False,False,True
16,45,74.4,1,631,4.07,0.63,8.98,False,False,True
14,36,203.9,0,0,8.89,0.0,0.0,True,False,False
18,8,-8.5,0,99,3.26,0.1,0.89,False,False,True
17,13,46.2,1,1130,5.44,1.0,22.28,False,False,True
14,55,184.2,0,1,2.68,0.0,0.01,False,False,True
18,0,-0.7,0,4,9.39,0.02,0.31,True,False,False
15,36,143.4,0,2,10.05,0.01,0.15,True,False,False
15,44,135.5,0,69,3.83,0.07,0.74,False,False,True
14,59,180.9,0,2,3.34,0.0,0.02,False,True,False
16,44,75.8,1,583,4.94,0.73,10.39,False,True,False
18,18,-18.6,0,2,7.7,0.01,0.14,True,False,False
15,16,163.6,0,10,4.35,0.01,0.12,False,True,False
16,26,93.3,0,336,4.8,0.42,4.9,False,True,False
14,45,194.8,0,1,3.46,0.0,0.01,False,False,True
18,34,-34.8,0,16,4.18,0.02,0.2,False,True,False
17,22,37.7,1,893,5.15,0.89,16.26,False,False,True
15,55,124.1,0,148,3.47,0.15,1.43,False,False,True
17,52,7.4,0,468,4.74,0.58,7.49,False,True,False
15,50,129.9,0,110,3.53,0.11,1.13,False,False,True
17,44,15.9,0,660,5.18,0.82,12.18,False,True,False
14,58,181.3,0,3,3.57,0.0,0.03,False,False,True
16,56,63.1,1,783,4.9,0.78,12.32,False,False,True
14,55,184.5,0,0,6.95,0.0,0.0,True,False,False
17,16,43.6,1,696,5.19,0.87,12.12,False,True,False
14,22,217.7,0,0,7.71,0.0,0.0,True,False,False
18,24,-24.3,0,1,8.95,0.01,0.07,True,False,False
15,0,179.5,0,2,4.38,0.0,0.03,False,True,False
16,35,84.6,1,28,7.87,0.14,1.82,True,False,False
17,27,33.0,1,38,7.47,0.19,2.41,True,False,False
18,6,-6.8,0,105,3.87,0.1,1.1,False,False,True
16,44,75.6,1,547,5.72,0.68,9.85,False,True,False
17,13,46.8,1,886,5.6,1.0,16.34,False,True,False
16,1,118.9,0,155,4.73,0.19,2.0,False,True,False
17,25,34.5,1,879,4.25,0.88,11.4,False,False,True
14,32,207.2,0,0,4.5,0.0,0.0,False,True,False
16,11,108.3,0,231,3.34,0.23,2.59,False,False,True
14,2,237.2,0,0,4.26,0.0,0.0,False,True,False
16,39,80.8,1,440,5.04,0.55,6.89,False,True,False
15,53,126.4,0,112,3.88,0.11,1.29,False,False,True
15,9,170.1,0,6,3.54,0.01,0.06,False,False,True
14,15,224.4,0,0,8.24,0.0,0.0,True,False,False
14,5,234.7,0,0,6.05,0.0,0.0,True,False,False
15,35,144.9,0,45,4.15,0.04,0.48,False,False,True
17,35,24.1,0,1027,5.3,1.0,16.48,False,False,True
14,28,212.0,0,0,3.64,0.0,0.0,False,True,False
16,20,99.7,0,429,3.65,0.43,4.94,False,False,True
18,31,-31.4,0,26,3.39,0.03,0.27,False,True,False
18,45,-45.5,0,5,4.17,0.01,0.06,False,True,False
16,11,108.9,0,213,3.9,0.27,2.79,False,True,False
15,22,157.9,0,16,3.9,0.02,0.16,False,True,False
16,32,88.0,1,663,5.47,0.66,11.83,False,False,True
18,26,-26.7,0,30,3.99,0.04,0.37,False,True,False
15,4,175.6,0,5,3.1,0.01,0.04,False,False,True
17,30,29.5,0,785,4.52,0.98,12.28,False,True,False
14,37,202.2,0,0,3.68,0.0,0.0,False,False,True
15,56,123.3,0,6,7.61,0.03,0.41,True,False,False
18,45,-45.7,0,7,3.42,0.01,0.07,False,False,True
16,35,84.6,1,556,5.12,0.69,10.21,False,True,False
15,36,143.8,0,55,3.85,0.06,0.58,False,False,True
18,50,-50.6,0,2,4.41,0.0,0.02,False,True,False
14,5,234.4,0,0,3.55,0.0,0.0,False,False,True
15,27,152.0,0,26,3.01,0.03,0.23,False,False,True
14,33,206.3,0,0,7.92,0.0,0.0,True,False,False
16,1,118.1,0,164,4.12,0.2,1.79,False,True,False
17,40,20.0,0,528,5.01,0.66,8.07,False,True,False
14,25,214.9,0,0,4.0,0.0,0.0,False,True,False
17,14,45.8,1,897,5.69,1.0,16.13,False,True,False
15,43,136.5,0,2,10.01,0.01,0.18,True,False,False
15,10,169.2,0,6,3.62,0.01,0.06,False,False,True
16,21,99.0,0,356,4.07,0.36,5.23,False,False,True
17,19,40.6,1,838,4.7,0.84,12.69,False,False,True
17,48,11.7,0,675,4.93,0.84,10.73,False,True,False
15,48,131.9,0,85,3.61,0.11,0.78,False,True,False
15,1,178.6,0,4,4.08,0.0,0.05,False,False,True
18,26,-26.8,0,36,4.49,0.04,0.44,False,True,False
14,45,194.7,0,0,2.99,0.0,0.0,False,True,False
14,15,224.1,0,0,3.85,0.0,0.0,False,True,False
15,31,148.1,0,28,4.63,0.03,0.33,False,False,True
15,44,135.1,0,53,4.35,0.07,0.6,False,True,False
15,5,174.0,0,6,3.38,0.01,0.06,False,False,True
14,39,200.9,0,0,3.85,0.0,0.0,False,True,False
16,28,91.3,0,363,4.62,0.45,5.12,False,True,False
17,23,36.2,1,43,8.47,0.21,3.09,True,False,False
17,20,39.3,1,833,4.08,0.83,11.85,False,False,True
15,34,145.4,0,30,4.41,0.04,0.35,False,True,False
16,28,92.0,0,507,4.77,0.51,7.34,False,False,True
17,20,39.8,1,716,5.53,0.9,12.43,False,True,False
15,32,147.0,0,32,3.59,0.03,0.34,False,False,True
17,27,32.3,1,1071,5.27,1.0,20.0,False,False,True
14,57,182.1,0,2,3.78,0.0,0.02,False,False,True
17,51,8.9,0,639,4.62,0.64,9.22,False,False,True
17,2,57.5,1,782,4.73,0.98,11.13,False,True,False
14,42,197.7,0,0,3.71,0.0,0.0,False,True,False
17,59,0.9,0,507,3.79,0.51,6.92,False,False,True
18,50,-50.6,0,3,2.85,0.0,0.03,False,False,True
15,50,130.0,0,93,3.66,0.12,1.02,False,True,False
16,51,69.0,1,707,5.01,0.71,12.51,False,False,True
14,37,202.5,0,0,4.02,0.0,0.0,False,True,False
17,51,8.7,0,545,4.59,0.68,7.68,False,True,False
16,58,61.5,1,856,4.94,0.86,13.15,False,False,True
14,3,236.8,0,0,3.63,0.0,0.0,False,True,False
